School_Id,Org_Name,Telephone,Fax,Email,Contact,URL,Add1_Line1,Add1_Suburb,Add1_City,Add2_Line1,Add2_Suburb,Add2_City,Add2_Postal_Code,Urban_Rural_Indicator,Org_Type,Definition,Authority,School_Donations,CoEd_Status,KMEPeakBody,Takiwā,Territorial_Authority,Regional_Council,Local_Office_Name,Education_Region,General_Electorate,Māori_Electorate,Statistical_Area_2_Code,Statistical_Area_2_Description,Ward,Latitude,Longitude,Enrolment_Scheme,EQi_Index,Roll_Date,Total,European,Māori,Pacific,Asian,MELAA,Other,International,Isolation_Index,Language_of_Instruction,BoardingFacilities,CohortEntry,Status,DateSchoolOpened,Region
661,Tarawera High School,NA,NA,NA,NA,http://www.tarawera.school.nz,58-122 River Road ,,Kawerau,PO Box 12,,Kawerau,3169,Small urban area,Secondary (Year 7-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Whenua,Kawerau District,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",East Coast,Waiariki,203901,Kawerau Central,Area Outside Ward,-38.087207,176.709393,No,545,00:00.0,460,87,402,24,14,2,0,0,0.88,Some students taught in te reo Māori,No,No,Open,00:00.0,Bay of Plenty Region
671,Waikato Montessori Education Centre,NA,NA,NA,NA,http://www.goldenbeads.org.nz,267 Newell Road ,,Hamilton,PO Box 10161,Te Rapa,Hamilton,3241,Rural other,Full Primary,,Private : Fully Registered,Not applicable,Co-Educational,,Te Tai Whenua,Waikato District,Waikato Region,Hamilton Office,Waikato,Waikato,Hauraki-Waikato,173202,Tamahere West,Tamahere-Woodlands General Ward,-37.827156,175.340394,No,not applicable,00:00.0,54,33,2,0,25,1,0,0,not applicable,All students taught in English/other setting,No,No,Open,00:00.0,Waikato Region
683,Ao Tawhiti Unlimited Discovery,NA,NA,NA,NA,https://aotawhiti.school.nz/,5 Mollett St ,Christchurch,Christchurch,5 Mollett Street,Christchurch Central,Christchurch,8140,Major urban area,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Christchurch City,Canterbury Region,Christchurch Office,"Canterbury, Chatham Islands",Christchurch Central,Te Tai Tonga,326600,Christchurch Central,Central Ward,-43.535939,172.635943,No,442,00:00.0,655,585,100,19,54,21,16,0,0.03,All students taught in English/other setting,No,No,Open,00:00.0,Canterbury Region
684,Te Waka Unua School,NA,NA,NA,NA,http://www.tewaka.school.nz,476 Ferry Road ,Woolston,Christchurch,476 Ferry Road,Woolston,Christchurch,8023,Major urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Christchurch City,Canterbury Region,Christchurch Office,"Canterbury, Chatham Islands",Banks Peninsula,Te Tai Tonga,330500,Ensors,Linwood Ward,-43.545671,172.672639,Yes,509,00:00.0,474,182,211,95,76,16,3,0,0.12,Some students taught in te reo Māori or a Pacific language,No,No,Open,00:00.0,Canterbury Region
685,Waitākiri Primary School,NA,NA,NA,NA,http://www.waitakiri.school.nz/,170 Burwood Road ,Burwood,Christchurch,170 Burwood Road,Burwood,Christchurch,8083,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Christchurch City,Canterbury Region,Christchurch Office,"Canterbury, Chatham Islands",Christchurch East,Te Tai Tonga,324001,Burwood North,Burwood Ward,-43.488844,172.683844,Yes,452,00:00.0,501,431,113,27,51,8,1,11,0.23,All students taught in English/other setting,No,No,Open,00:00.0,Canterbury Region
686,Lyttelton Primary School,NA,NA,NA,NA,http://www.lyttelton.school.nz,34 Oxford Street ,,Lyttelton,PO Box 85,,Lyttelton,8841,Small urban area,Full Primary,,State,Donations may be requested,Co-Educational,,Te Tai Runga,Christchurch City,Canterbury Region,Christchurch Office,"Canterbury, Chatham Islands",Banks Peninsula,Te Tai Tonga,332501,Lyttelton,Banks Peninsula Ward,-43.602344,172.723168,Yes,424,00:00.0,119,115,12,0,5,1,0,0,0.34,All students taught in English/other setting,No,Yes,Open,00:00.0,Canterbury Region
688,Ormiston Primary School,NA,NA,NA,NA,http://www.ormistonprimary.school.nz,291 Ormiston Road ,Flat Bush,Auckland,PO Box 217053,Botany Junction,Auckland,2164,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Takanini,Tāmaki Makaurau,158101,Ormiston Central,Howick Ward,-36.968315,174.920677,Yes,379,00:00.0,947,55,31,95,779,59,3,0,0.21,All students taught in English/other setting,No,No,Open,00:00.0,Auckland Region
696,Rāwhiti School,NA,NA,NA,NA,http://www.rawhiti.school.nz,150 Leaver Terrace ,North New Brighton,Christchurch,150 Leaver Terrace,North New Brighton,Christchurch,8083,Major urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Christchurch City,Canterbury Region,Christchurch Office,"Canterbury, Chatham Islands",Christchurch East,Te Tai Tonga,327200,North Beach,Coastal Ward,-43.496105,172.717708,Yes,478,00:00.0,506,386,182,47,34,4,1,0,0.28,Some students taught in te reo Māori,No,Yes,Open,00:00.0,Canterbury Region
704,Haeata Community Campus,NA,NA,NA,NA,http://www.haeata.school.nz,240 Breezes Road ,Wainoni,Christchurch,PO Box 15071,Aranui,Christchurch,8643,Major urban area,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Christchurch City,Canterbury Region,Christchurch Office,"Canterbury, Chatham Islands",Christchurch East,Te Tai Tonga,328400,Wainoni,Burwood Ward,-43.514761,172.696693,Yes,545,00:00.0,583,258,293,141,53,9,0,0,0.19,Some students taught in te reo Māori,No,No,Open,00:00.0,Canterbury Region
706,Te Pā o Rākaihautū,NA,NA,NA,NA,http://www.rakaihautu.com,7 McLean Street ,Linwood,Christchurch,PO Box 27131,Shirley,Christchurch,8013,Major urban area,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,Ngā Kura ā Iwi o Aotearoa Inc,Te Tai Runga,Christchurch City,Canterbury Region,Christchurch Office,"Canterbury, Chatham Islands",Christchurch East,Te Tai Tonga,328500,Linwood North,Linwood Ward,-43.52931,172.672461,Yes,517,00:00.0,205,76,195,40,5,0,0,0,0.1,All students taught in te reo Māori,No,Yes,Open,00:00.0,Canterbury Region
707,ACG Tauranga,NA,NA,NA,NA,https://tauranga.acgedu.com/,6 Keenan Road ,Pyes Pa,Tauranga,PO Box 6199,,Tauranga,1141,Major urban area,Composite,,Private : Fully Registered,Not applicable,Co-Educational,,Te Tai Whenua,Tauranga City,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",Bay of Plenty,Waiariki,191502,Keenan Road,Tauriko General Ward,-37.771596,176.115653,No,not applicable,00:00.0,415,281,19,6,129,13,7,20,not applicable,All students taught in English/other setting,No,No,Open,00:00.0,Bay of Plenty Region
708,Rototuna Junior High School,NA,NA,NA,NA,http://www.rhs.school.nz,Kimbrae Drive ,Rototuna,Hamilton,PO Box 21116,Rototuna,Hamilton,3210,Major urban area,Secondary (Year 7-10),,State,Donations may be requested,Co-Educational,,Te Tai Whenua,Hamilton City,Waikato Region,Hamilton Office,Waikato,Waikato,Hauraki-Waikato,175601,Rototuna North,East General Ward,-37.716113,175.263497,Yes,428,00:00.0,1363,705,245,90,512,105,31,10,0.31,All students taught in English/other setting,No,No,Open,00:00.0,Waikato Region
709,Ormiston Junior College,NA,NA,NA,NA,http://www.ojc.school.nz,285 Ormiston Road ,Flat Bush,Auckland,285 Ormiston Road,Flat Bush,Auckland,2019,Major urban area,Secondary (Year 7-10),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Takanini,Tāmaki Makaurau,158101,Ormiston Central,Howick Ward,-36.967849,174.919678,Yes,424,00:00.0,1503,98,74,230,1169,80,13,2,0.21,All students taught in English/other setting,No,No,Open,00:00.0,Auckland Region
710,Rolleston Christian School,NA,NA,NA,NA,http://www.rollestonchristian.school.nz,571-575 Springston Rolleston Road ,,Rolleston,571 Springston Rolleston Road RD 8,,Christchurch,7678,Medium urban area,Full Primary,,State : Integrated,Donations may be requested,Co-Educational,,Te Tai Runga,Selwyn District,Canterbury Region,Christchurch Office,"Canterbury, Chatham Islands",Selwyn,Te Tai Tonga,335501,Faringdon,Rolleston Ward,-43.608323,172.392912,Yes,392,00:00.0,262,134,6,12,83,45,6,0,0.41,All students taught in English/other setting,No,No,Open,00:00.0,Canterbury Region
712,Te Rōhutu Whio,NA,NA,NA,NA,https://terohutuwhio.school.nz/,85 Kate Sheppard Drive ,,Rolleston,85 Kate Sheppard Drive,,Rolleston,7678,Medium urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Runga,Selwyn District,Canterbury Region,Christchurch Office,"Canterbury, Chatham Islands",Selwyn,Te Tai Tonga,335502,Rolleston South East,Rolleston Ward,-43.615521,172.402071,Yes,429,00:00.0,314,134,71,43,138,17,1,0,0.42,Some students taught in te reo Māori,No,Yes,Open,00:00.0,Canterbury Region
719,Te Kura Kaupapa Maori o Te Orini ki Ngati Awa,NA,NA,NA,NA,http://www.tkkmteorini.school.nz,33 Meadow Vale ,Coastlands,Whakatane,33 Meadow Vale,Coastlands,Whakatane,3120,Medium urban area,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,Te Rūnanga nui o ngā Kura Kaupapa Māori o Aotearoa,Te Tai Whenua,Whakatane District,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",East Coast,Waiariki,202500,Coastlands,Whakatāne-Ōhope General Ward,-37.935029,176.971491,No,517,00:00.0,94,4,94,2,1,1,0,0,1.18,All students taught in te reo Māori,No,No,Open,00:00.0,Bay of Plenty Region
724,Te Manawa ō Pāpāmoa School,NA,NA,NA,NA,https://www.tmop.school.nz/,72 Te Okuroa Drive ,Papamoa Beach,Papamoa,72 Te Okuroa Drive,,Papamoa,3118,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Whenua,Tauranga City,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",Bay of Plenty,Waiariki,197601,Wairakei West,Pāpāmoa General Ward,-37.721212,176.317908,Yes,443,00:00.0,453,277,97,20,117,28,3,0,0.42,All students taught in English/other setting,No,Yes,Open,00:00.0,Bay of Plenty Region
725,Scott Point School,NA,NA,NA,NA,https://www.scottpointschool.nz/,11 Scott Road ,Hobsonville,Auckland,11 Scott Road,Hobsonville,Auckland,616,Major urban area,Full Primary,,State,Donations may be requested,Co-Educational,,Te Tai Raro,Upper Harbour Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Upper Harbour,Te Tai Tokerau,120203,Hobsonville Scott Point,Albany Ward,-36.802388,174.660507,Yes,362,00:00.0,867,281,47,39,565,40,10,0,0.32,All students taught in English/other setting,No,No,Open,00:00.0,Auckland Region
728,Meraki Montessori School,NA,NA,NA,NA,http://www.merakimontessori.co.nz,293 Wainui Road ,,Silverdale,293 Wainui Road RD 2,,Silverdale,992,Large urban area,Full Primary,,Private : Fully Registered,Not applicable,Co-Educational,,Te Tai Raro,Rodney Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Kaipara ki Mahurangi,Te Tai Tokerau,113401,Milldale,Rodney Ward,-36.603609,174.660048,No,not applicable,00:00.0,55,40,3,3,9,4,2,2,not applicable,All students taught in English/other setting,No,No,Open,00:00.0,Auckland Region
730,Porangahau School,NA,NA,NA,NA,https://sites.google.com/porangahau.school.nz/porangahauschool/,58 Keppel Street ,,Porangahau,58 Keppel Street RD 1,,Porangahau,4291,Rural settlement,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Whenua,Central Hawke's Bay District,Hawke's Bay Region,Napier Office,"Hawke's Bay, Tairāwhiti",Wairarapa,Ikaroa-Rāwhiti,216101,Taurekaitai,Aramoana-Ruahine Ward,-40.303781,176.617012,No,483,00:00.0,38,22,25,2,0,0,0,0,1.77,All students taught in English/other setting,No,No,Open,00:00.0,Hawke's Bay Region
737,Te Kura Kaupapa Maori o Horouta Wananga,NA,NA,NA,NA,http://horoutawananga.nz/,30 Desmond Road ,Te Hapara,Gisborne,PO Box 3090,Kaiti,Gisborne,4041,Large urban area,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,Te Rūnanga nui o ngā Kura Kaupapa Māori o Aotearoa,Te Tai Whenua,Gisborne District,Gisborne Region,Napier Office,"Hawke's Bay, Tairāwhiti",East Coast,Ikaroa-Rāwhiti,206100,Te Hapara South,Tairāwhiti General Ward,-38.657548,178.006862,No,519,00:00.0,166,7,166,5,0,0,0,0,0.83,All students taught in te reo Māori,No,No,Open,00:00.0,Gisborne Region
738,St Francis of Assisi Catholic School,NA,NA,NA,NA,http://www.stfrancischch.school.nz,370 Innes Road ,Mairehau,Christchurch,370 Innes Road,Mairehau,Christchurch,8052,Major urban area,Full Primary,,State : Integrated,Donations may be requested,Co-Educational,,Te Tai Runga,Christchurch City,Canterbury Region,Christchurch Office,"Canterbury, Chatham Islands",Christchurch Central,Te Tai Tonga,323100,Mairehau South,Innes Ward,-43.499792,172.639393,No,408,00:00.0,446,310,44,34,118,25,0,0,0.13,All students taught in English/other setting,No,Yes,Open,00:00.0,Canterbury Region
739,Manukura,NA,NA,NA,NA,http://www.manukura.school.nz,233 Tennent Drive ,Palmerston North,Palmerston North,PO Box 5478,Hokowhitu,Palmerston North,4441,Large urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Whenua,Palmerston North City,Manawatū-Whanganui Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Rangitīkei,Te Tai Hauāuru,231900,Turitea,Te Hirawanui General Ward,-40.389659,175.612776,No,494,00:00.0,194,13,185,12,2,0,0,0,0.15,All students taught in te reo Māori,No,No,Open,00:00.0,Manawatū-Whanganui Region
742,Te Kura o Te Whānau-a-Apanui,NA,NA,NA,NA,http://www.tekuraotewhanauaapanui.school.nz,6870 SHW 35 Te Kaha RD3 ,,Opotiki,State Highway 35 RD 3,,Opotiki,3199,Rural settlement,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,Ngā Kura ā Iwi o Aotearoa Inc,Te Tai Whenua,Ōpōtiki District,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",East Coast,Waiariki,204200,Cape Runaway,Coast Ward,-37.728925,177.695838,No,542,00:00.0,193,15,189,13,1,0,2,0,4.06,Some students taught in te reo Māori,No,No,Open,00:00.0,Bay of Plenty Region
743,Holy Trinity Catholic Primary School,NA,NA,NA,NA,http://www.holytrinity.school.nz,137 Airfield Road ,Takanini,Auckland,PO Box 202046,Takanini,Auckland,2246,Major urban area,Contributing,,State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Papakura Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Takanini,Tāmaki Makaurau,162102,Takanini East,Manurewa-Papakura Ward,-37.036334,174.940735,No,395,00:00.0,291,54,14,77,180,12,1,0,0.33,All students taught in English/other setting,No,No,Open,00:00.0,Auckland Region
746,Te Kura Whakatipu o Kawarau,NA,NA,NA,NA,https://www.kawarau.school.nz/,85 Howden Drive ,,Queenstown,PO Box 2905,Wakatipu,Queenstown,9349,Medium urban area,Full Primary,,State,Donations may be requested,Co-Educational,,Te Tai Runga,Queenstown-Lakes District,Otago Region,Dunedin Office,"Otago, Southland",Southland,Te Tai Tonga,348901,Jacks Point,Queenstown-Whakatipu Ward,-45.067998,168.745336,Yes,405,00:00.0,494,338,34,14,130,34,4,0,2.7,All students taught in English/other setting,No,No,Open,00:00.0,Otago Region
747,Te Kura O Take Kārara,NA,NA,NA,NA,https://www.takekarara.school.nz,3 Grace Wright Drive ,,Wanaka,PO Box 815,,Wanaka,9343,Medium urban area,Contributing,,State,Donations may be requested,Co-Educational,,Te Tai Runga,Queenstown-Lakes District,Otago Region,Dunedin Office,"Otago, Southland",Waitaki,Te Tai Tonga,347000,Wānaka Central,Wānaka-Upper Clutha Ward,-44.701996,169.15421,Yes,405,00:00.0,302,268,29,6,25,12,2,0,3.26,All students taught in English/other setting,No,Yes,Open,00:00.0,Otago Region
748,Ngākōroa School,NA,NA,NA,NA,http://www.ngakoroa.school.nz/,1 Rorotu Ave ,,Karaka,1 Rorotu Ave,,Karaka,2578,Major urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Franklin Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Papakura,Hauraki-Waikato,164301,Drury West,Franklin Ward,-37.10547,174.939358,Yes,466,00:00.0,206,41,62,59,79,6,2,0,0.31,All students taught in English/other setting,No,Yes,Open,00:00.0,Auckland Region
752,Summit Point School,NA,NA,NA,NA,http://www.summitpoint.co.nz/,1 Fred Thomas Drive ,Takapuna,Auckland,1 Fred Thomas Drive,Takapuna,Auckland,622,Major urban area,Full Primary,,Private : Fully Registered,Not applicable,Co-Educational,,Te Tai Raro,Devonport-Takapuna Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,North Shore,Te Tai Tokerau,126601,Takapuna West,North Shore Ward,-36.790983,174.762275,No,not applicable,00:00.0,36,29,1,1,4,1,2,0,not applicable,All students taught in English/other setting,No,No,Open,00:00.0,Auckland Region
764,Ahutoetoe School,NA,NA,NA,NA,https://www.ahutoetoe.school.nz/,89 Maryvale Road ,,Wainui,89 Maryvale Road,,Wainui,NA,Large urban area,Contributing,,State,Donations may be requested,Co-Educational,,Te Tai Raro,Rodney Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Kaipara ki Mahurangi,Te Tai Tokerau,113401,Milldale,Rodney Ward,-36.615953,174.652689,Yes,384,00:00.0,296,149,21,9,139,22,3,8,0.49,All students taught in English/other setting,No,Yes,Open,00:00.0,Auckland Region
767,Nukumea Primary School - Te Kura Tuatahi O Nukumea,NA,NA,NA,NA,https://www.nukumea.school.nz/,"9 Cozier Pl, Orewa ",,Auckland,"9 Cozier Pl, Orewa",,Auckland,931,Large urban area,Contributing,,State,Donations may be requested,Co-Educational,,Te Tai Raro,Hibiscus and Bays Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Whangaparāoa,Te Tai Tokerau,112702,Orewa West,Albany Ward,-36.578983,174.669796,Yes,412,00:00.0,83,58,6,3,18,13,5,0,0.53,All students taught in English/other setting,No,No,Open,00:00.0,Auckland Region
774,Matua Ngaru School,NA,NA,NA,NA,https://www.matuangaru.school.nz/,47-49 Gilbransen Road ,,Kumeu,47 Gilbransen Road,,Kumeu,810,Small urban area,Full Primary,,State,Donations may be requested,Co-Educational,,Te Tai Raro,Rodney Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Kaipara ki Mahurangi,Te Tai Tokerau,115001,Kumeū-Huapai North,Rodney Ward,-36.767615,174.531646,Yes,399,00:00.0,545,389,62,58,103,25,6,0,0.64,All students taught in English/other setting,No,Yes,Open,00:00.0,Auckland Region
779,Fossil Bay School,NA,NA,NA,NA,https://www.fossilbay.co.nz/,58 Korora Road ,Oneroa,Waiheke Island,PO Box 128,,Waiheke Island,1840,Small urban area,Full Primary,,Private : Fully Registered,Not applicable,Co-Educational,,Te Tai Raro,Waiheke Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Auckland Central,Tāmaki Makaurau,144600,Oneroa West,Waitematā and Gulf Ward,-36.773783,175.006245,No,not applicable,00:00.0,18,16,1,2,1,2,1,0,not applicable,All students taught in English/other setting,No,No,Open,00:00.0,Auckland Region
780,Te Ao Mārama School,NA,NA,NA,NA,http://www.teaomarama.school.nz/ ,Cnr Borman Road and Hare Puke Drive ,Flagstaff-Hamilton,Hamilton,33 Hare Puke Drive,Flagstaff,Hamilton,3210,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,Te Tai Whenua,Hamilton City,Waikato Region,Hamilton Office,Waikato,Hamilton West,Hauraki-Waikato,175301,Flagstaff North West,East General Ward,-37.720396,175.239699,Yes,390,00:00.0,442,201,65,28,196,21,1,0,0.3,Some students taught in te reo Māori,No,Yes,Open,00:00.0,Waikato Region
